img,id,nombre,mega,tipo_1,tipo_2,total_pc
https://img.pokemondb.net/sprites/scarlet-violet/icon/spearow.png,0021,Spearow,No Existe,Normal,Flying,262
https://img.pokemondb.net/sprites/scarlet-violet/icon/fearow.png,0022,Fearow,No Existe,Normal,Flying,442
https://img.pokemondb.net/sprites/scarlet-violet/icon/ekans.png,0023,Ekans,No Existe,Poison,,288
https://img.pokemondb.net/sprites/scarlet-violet/icon/arbok.png,0024,Arbok,No Existe,Poison,,448
https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu.png,0025,Pikachu,No Existe,Electric,,320
https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu-lets-go.png,0025,Pikachu,Partner Pikachu,Electric,,430
https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu.png,0026,Raichu,No Existe,Electric,,485
https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu-alolan.png,0026,Raichu,Alolan Raichu,Electric,Psychic,485
https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew.png,0027,Sandshrew,No Existe,Ground,,300
https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew-alolan.png,0027,Sandshrew,Alolan Sandshrew,Ice,Steel,300
https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash.png,0028,Sandslash,No Existe,Ground,,450
https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash-alolan.png,0028,Sandslash,Alolan Sandslash,Ice,Steel,450
https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoran-f.png,0029,Nidoran♀,No Existe,Poison,,275
https://img.pokemondb.net/sprites/scarlet-violet/icon/nidorina.png,0030,Nidorina,No Existe,Poison,,365
https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoqueen.png,0031,Nidoqueen,No Existe,Poison,Ground,505
https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoran-m.png,0032,Nidoran♂,No Existe,Poison,,273
https://img.pokemondb.net/sprites/scarlet-violet/icon/nidorino.png,0033,Nidorino,No Existe,Poison,,365
https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoking.png,0034,Nidoking,No Existe,Poison,Ground,505
https://img.pokemondb.net/sprites/scarlet-violet/icon/clefairy.png,0035,Clefairy,No Existe,Fairy,,323
https://img.pokemondb.net/sprites/scarlet-violet/icon/clefable.png,0036,Clefable,No Existe,Fairy,,483
https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix.png,0037,Vulpix,No Existe,Fire,,299
https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix-alolan.png,0037,Vulpix,Alolan Vulpix,Ice,,299
https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales.png,0038,Ninetales,No Existe,Fire,,505
https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales-alolan.png,0038,Ninetales,Alolan Ninetales,Ice,Fairy,505
https://img.pokemondb.net/sprites/scarlet-violet/icon/jigglypuff.png,0039,Jigglypuff,No Existe,Normal,Fairy,270
https://img.pokemondb.net/sprites/scarlet-violet/icon/wigglytuff.png,0040,Wigglytuff,No Existe,Normal,Fairy,435
https://img.pokemondb.net/sprites/scarlet-violet/icon/zubat.png,0041,Zubat,No Existe,Poison,Flying,245
https://img.pokemondb.net/sprites/scarlet-violet/icon/golbat.png,0042,Golbat,No Existe,Poison,Flying,455
https://img.pokemondb.net/sprites/scarlet-violet/icon/oddish.png,0043,Oddish,No Existe,Grass,Poison,320
https://img.pokemondb.net/sprites/scarlet-violet/icon/gloom.png,0044,Gloom,No Existe,Grass,Poison,395
https://img.pokemondb.net/sprites/scarlet-violet/icon/vileplume.png,0045,Vileplume,No Existe,Grass,Poison,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/paras.png,0046,Paras,No Existe,Bug,Grass,285
https://img.pokemondb.net/sprites/scarlet-violet/icon/parasect.png,0047,Parasect,No Existe,Bug,Grass,405
https://img.pokemondb.net/sprites/scarlet-violet/icon/venonat.png,0048,Venonat,No Existe,Bug,Poison,305
https://img.pokemondb.net/sprites/scarlet-violet/icon/venomoth.png,0049,Venomoth,No Existe,Bug,Poison,450
https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett.png,0050,Diglett,No Existe,Ground,,265
https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett-alolan.png,0050,Diglett,Alolan Diglett,Ground,Steel,265
https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio.png,0051,Dugtrio,No Existe,Ground,,425
https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio-alolan.png,0051,Dugtrio,Alolan Dugtrio,Ground,Steel,425
https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth.png,0052,Meowth,No Existe,Normal,,290
https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth-alolan.png,0052,Meowth,Alolan Meowth,Dark,,290
https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth-galarian.png,0052,Meowth,Galarian Meowth,Steel,,290
https://img.pokemondb.net/sprites/scarlet-violet/icon/persian.png,0053,Persian,No Existe,Normal,,440
https://img.pokemondb.net/sprites/scarlet-violet/icon/persian-alolan.png,0053,Persian,Alolan Persian,Dark,,440
https://img.pokemondb.net/sprites/scarlet-violet/icon/psyduck.png,0054,Psyduck,No Existe,Water,,320
https://img.pokemondb.net/sprites/scarlet-violet/icon/golduck.png,0055,Golduck,No Existe,Water,,500
https://img.pokemondb.net/sprites/scarlet-violet/icon/mankey.png,0056,Mankey,No Existe,Fighting,,305
https://img.pokemondb.net/sprites/scarlet-violet/icon/primeape.png,0057,Primeape,No Existe,Fighting,,455
https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe.png,0058,Growlithe,No Existe,Fire,,350
https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe-hisuian.png,0058,Growlithe,Hisuian Growlithe,Fire,Rock,350
https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine.png,0059,Arcanine,No Existe,Fire,,555
https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine-hisuian.png,0059,Arcanine,Hisuian Arcanine,Fire,Rock,555
https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwag.png,0060,Poliwag,No Existe,Water,,300
https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwhirl.png,0061,Poliwhirl,No Existe,Water,,385
https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwrath.png,0062,Poliwrath,No Existe,Water,Fighting,510
https://img.pokemondb.net/sprites/scarlet-violet/icon/abra.png,0063,Abra,No Existe,Psychic,,310
https://img.pokemondb.net/sprites/scarlet-violet/icon/kadabra.png,0064,Kadabra,No Existe,Psychic,,400
https://img.pokemondb.net/sprites/scarlet-violet/icon/alakazam.png,0065,Alakazam,No Existe,Psychic,,500
https://img.pokemondb.net/sprites/scarlet-violet/icon/alakazam-mega.png,0065,Alakazam,Mega Alakazam,Psychic,,600
https://img.pokemondb.net/sprites/scarlet-violet/icon/machop.png,0066,Machop,No Existe,Fighting,,305
https://img.pokemondb.net/sprites/scarlet-violet/icon/machoke.png,0067,Machoke,No Existe,Fighting,,405
https://img.pokemondb.net/sprites/scarlet-violet/icon/machamp.png,0068,Machamp,No Existe,Fighting,,505
https://img.pokemondb.net/sprites/scarlet-violet/icon/bellsprout.png,0069,Bellsprout,No Existe,Grass,Poison,300
https://img.pokemondb.net/sprites/scarlet-violet/icon/weepinbell.png,0070,Weepinbell,No Existe,Grass,Poison,390
https://img.pokemondb.net/sprites/scarlet-violet/icon/victreebel.png,0071,Victreebel,No Existe,Grass,Poison,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacool.png,0072,Tentacool,No Existe,Water,Poison,335
https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacruel.png,0073,Tentacruel,No Existe,Water,Poison,515
https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude.png,0074,Geodude,No Existe,Rock,Ground,300
https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude-alolan.png,0074,Geodude,Alolan Geodude,Rock,Electric,300
https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler.png,0075,Graveler,No Existe,Rock,Ground,390
https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler-alolan.png,0075,Graveler,Alolan Graveler,Rock,Electric,390
https://img.pokemondb.net/sprites/scarlet-violet/icon/golem.png,0076,Golem,No Existe,Rock,Ground,495
https://img.pokemondb.net/sprites/scarlet-violet/icon/golem-alolan.png,0076,Golem,Alolan Golem,Rock,Electric,495
https://img.pokemondb.net/sprites/scarlet-violet/icon/ponyta.png,0077,Ponyta,No Existe,Fire,,410
https://img.pokemondb.net/sprites/scarlet-violet/icon/ponyta-galarian.png,0077,Ponyta,Galarian Ponyta,Psychic,,410
https://img.pokemondb.net/sprites/scarlet-violet/icon/rapidash.png,0078,Rapidash,No Existe,Fire,,500
https://img.pokemondb.net/sprites/scarlet-violet/icon/rapidash-galarian.png,0078,Rapidash,Galarian Rapidash,Psychic,Fairy,500
https://img.pokemondb.net/sprites/scarlet-violet/icon/slowpoke.png,0079,Slowpoke,No Existe,Water,Psychic,315
https://img.pokemondb.net/sprites/scarlet-violet/icon/slowpoke-galarian.png,0079,Slowpoke,Galarian Slowpoke,Psychic,,315
https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro.png,0080,Slowbro,No Existe,Water,Psychic,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro-mega.png,0080,Slowbro,Mega Slowbro,Water,Psychic,590
https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro-galarian.png,0080,Slowbro,Galarian Slowbro,Poison,Psychic,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/magnemite.png,0081,Magnemite,No Existe,Electric,Steel,325
https://img.pokemondb.net/sprites/scarlet-violet/icon/magneton.png,0082,Magneton,No Existe,Electric,Steel,465
https://img.pokemondb.net/sprites/scarlet-violet/icon/farfetchd.png,0083,Farfetch'd,No Existe,Normal,Flying,377
https://img.pokemondb.net/sprites/scarlet-violet/icon/farfetchd-galarian.png,0083,Farfetch'd,Galarian Farfetch'd,Fighting,,377
https://img.pokemondb.net/sprites/scarlet-violet/icon/doduo.png,0084,Doduo,No Existe,Normal,Flying,310
https://img.pokemondb.net/sprites/scarlet-violet/icon/dodrio.png,0085,Dodrio,No Existe,Normal,Flying,470
https://img.pokemondb.net/sprites/scarlet-violet/icon/seel.png,0086,Seel,No Existe,Water,,325
https://img.pokemondb.net/sprites/scarlet-violet/icon/dewgong.png,0087,Dewgong,No Existe,Water,Ice,475
https://img.pokemondb.net/sprites/scarlet-violet/icon/grimer.png,0088,Grimer,No Existe,Poison,,325
https://img.pokemondb.net/sprites/scarlet-violet/icon/grimer-alolan.png,0088,Grimer,Alolan Grimer,Poison,Dark,325
https://img.pokemondb.net/sprites/scarlet-violet/icon/muk.png,0089,Muk,No Existe,Poison,,500
https://img.pokemondb.net/sprites/scarlet-violet/icon/muk-alolan.png,0089,Muk,Alolan Muk,Poison,Dark,500
https://img.pokemondb.net/sprites/scarlet-violet/icon/shellder.png,0090,Shellder,No Existe,Water,,305
https://img.pokemondb.net/sprites/scarlet-violet/icon/cloyster.png,0091,Cloyster,No Existe,Water,Ice,525
https://img.pokemondb.net/sprites/scarlet-violet/icon/gastly.png,0092,Gastly,No Existe,Ghost,Poison,310
https://img.pokemondb.net/sprites/scarlet-violet/icon/haunter.png,0093,Haunter,No Existe,Ghost,Poison,405
https://img.pokemondb.net/sprites/scarlet-violet/icon/gengar.png,0094,Gengar,No Existe,Ghost,Poison,500
https://img.pokemondb.net/sprites/scarlet-violet/icon/gengar-mega.png,0094,Gengar,Mega Gengar,Ghost,Poison,600
https://img.pokemondb.net/sprites/scarlet-violet/icon/onix.png,0095,Onix,No Existe,Rock,Ground,385
https://img.pokemondb.net/sprites/scarlet-violet/icon/drowzee.png,0096,Drowzee,No Existe,Psychic,,328
https://img.pokemondb.net/sprites/scarlet-violet/icon/hypno.png,0097,Hypno,No Existe,Psychic,,483
https://img.pokemondb.net/sprites/scarlet-violet/icon/krabby.png,0098,Krabby,No Existe,Water,,325
https://img.pokemondb.net/sprites/scarlet-violet/icon/kingler.png,0099,Kingler,No Existe,Water,,475
https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb.png,0100,Voltorb,No Existe,Electric,,330
https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb-hisuian.png,0100,Voltorb,Hisuian Voltorb,Electric,Grass,330
https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode.png,0101,Electrode,No Existe,Electric,,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode-hisuian.png,0101,Electrode,Hisuian Electrode,Electric,Grass,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggcute.png,0102,Exeggcute,No Existe,Grass,Psychic,325
https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggutor.png,0103,Exeggutor,No Existe,Grass,Psychic,530
https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggutor-alolan.png,0103,Exeggutor,Alolan Exeggutor,Grass,Dragon,530
https://img.pokemondb.net/sprites/scarlet-violet/icon/cubone.png,0104,Cubone,No Existe,Ground,,320
https://img.pokemondb.net/sprites/scarlet-violet/icon/marowak.png,0105,Marowak,No Existe,Ground,,425
https://img.pokemondb.net/sprites/scarlet-violet/icon/marowak-alolan.png,0105,Marowak,Alolan Marowak,Fire,Ghost,425
https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmonlee.png,0106,Hitmonlee,No Existe,Fighting,,455
https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmonchan.png,0107,Hitmonchan,No Existe,Fighting,,455
https://img.pokemondb.net/sprites/scarlet-violet/icon/lickitung.png,0108,Lickitung,No Existe,Normal,,385
https://img.pokemondb.net/sprites/scarlet-violet/icon/koffing.png,0109,Koffing,No Existe,Poison,,340
https://img.pokemondb.net/sprites/scarlet-violet/icon/weezing.png,0110,Weezing,No Existe,Poison,,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/weezing-galarian.png,0110,Weezing,Galarian Weezing,Poison,Fairy,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/rhyhorn.png,0111,Rhyhorn,No Existe,Ground,Rock,345
https://img.pokemondb.net/sprites/scarlet-violet/icon/rhydon.png,0112,Rhydon,No Existe,Ground,Rock,485
https://img.pokemondb.net/sprites/scarlet-violet/icon/chansey.png,0113,Chansey,No Existe,Normal,,450
https://img.pokemondb.net/sprites/scarlet-violet/icon/tangela.png,0114,Tangela,No Existe,Grass,,435
https://img.pokemondb.net/sprites/scarlet-violet/icon/kangaskhan.png,0115,Kangaskhan,No Existe,Normal,,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/kangaskhan-mega.png,0115,Kangaskhan,Mega Kangaskhan,Normal,,590
https://img.pokemondb.net/sprites/scarlet-violet/icon/horsea.png,0116,Horsea,No Existe,Water,,295
https://img.pokemondb.net/sprites/scarlet-violet/icon/seadra.png,0117,Seadra,No Existe,Water,,440
https://img.pokemondb.net/sprites/scarlet-violet/icon/goldeen.png,0118,Goldeen,No Existe,Water,,320
https://img.pokemondb.net/sprites/scarlet-violet/icon/seaking.png,0119,Seaking,No Existe,Water,,450
https://img.pokemondb.net/sprites/scarlet-violet/icon/staryu.png,0120,Staryu,No Existe,Water,,340
https://img.pokemondb.net/sprites/scarlet-violet/icon/starmie.png,0121,Starmie,No Existe,Water,Psychic,520
https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-mime.png,0122,Mr. Mime,No Existe,Psychic,Fairy,460
https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-mime-galarian.png,0122,Mr. Mime,Galarian Mr. Mime,Ice,Psychic,460
https://img.pokemondb.net/sprites/scarlet-violet/icon/scyther.png,0123,Scyther,No Existe,Bug,Flying,500
https://img.pokemondb.net/sprites/scarlet-violet/icon/jynx.png,0124,Jynx,No Existe,Ice,Psychic,455
https://img.pokemondb.net/sprites/scarlet-violet/icon/electabuzz.png,0125,Electabuzz,No Existe,Electric,,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/magmar.png,0126,Magmar,No Existe,Fire,,495
https://img.pokemondb.net/sprites/scarlet-violet/icon/pinsir.png,0127,Pinsir,No Existe,Bug,,500
https://img.pokemondb.net/sprites/scarlet-violet/icon/pinsir-mega.png,0127,Pinsir,Mega Pinsir,Bug,Flying,600
https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros.png,0128,Tauros,No Existe,Normal,,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-combat.png,0128,Tauros,Combat Breed,Fighting,,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-blaze.png,0128,Tauros,Blaze Breed,Fighting,Fire,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-aqua.png,0128,Tauros,Aqua Breed,Fighting,Water,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/magikarp.png,0129,Magikarp,No Existe,Water,,200
https://img.pokemondb.net/sprites/scarlet-violet/icon/gyarados.png,0130,Gyarados,No Existe,Water,Flying,540
https://img.pokemondb.net/sprites/scarlet-violet/icon/gyarados-mega.png,0130,Gyarados,Mega Gyarados,Water,Dark,640
https://img.pokemondb.net/sprites/scarlet-violet/icon/lapras.png,0131,Lapras,No Existe,Water,Ice,535
https://img.pokemondb.net/sprites/scarlet-violet/icon/ditto.png,0132,Ditto,No Existe,Normal,,288
https://img.pokemondb.net/sprites/scarlet-violet/icon/eevee.png,0133,Eevee,No Existe,Normal,,325
https://img.pokemondb.net/sprites/scarlet-violet/icon/eevee-lets-go.png,0133,Eevee,Partner Eevee,Normal,,435
https://img.pokemondb.net/sprites/scarlet-violet/icon/vaporeon.png,0134,Vaporeon,No Existe,Water,,525
https://img.pokemondb.net/sprites/scarlet-violet/icon/jolteon.png,0135,Jolteon,No Existe,Electric,,525
https://img.pokemondb.net/sprites/scarlet-violet/icon/flareon.png,0136,Flareon,No Existe,Fire,,525
https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon.png,0137,Porygon,No Existe,Normal,,395
https://img.pokemondb.net/sprites/scarlet-violet/icon/omanyte.png,0138,Omanyte,No Existe,Rock,Water,355
https://img.pokemondb.net/sprites/scarlet-violet/icon/omastar.png,0139,Omastar,No Existe,Rock,Water,495
https://img.pokemondb.net/sprites/scarlet-violet/icon/kabuto.png,0140,Kabuto,No Existe,Rock,Water,355
https://img.pokemondb.net/sprites/scarlet-violet/icon/kabutops.png,0141,Kabutops,No Existe,Rock,Water,495
https://img.pokemondb.net/sprites/scarlet-violet/icon/aerodactyl.png,0142,Aerodactyl,No Existe,Rock,Flying,515
https://img.pokemondb.net/sprites/scarlet-violet/icon/aerodactyl-mega.png,0142,Aerodactyl,Mega Aerodactyl,Rock,Flying,615
https://img.pokemondb.net/sprites/scarlet-violet/icon/snorlax.png,0143,Snorlax,No Existe,Normal,,540
https://img.pokemondb.net/sprites/scarlet-violet/icon/articuno.png,0144,Articuno,No Existe,Ice,Flying,580
https://img.pokemondb.net/sprites/scarlet-violet/icon/articuno-galarian.png,0144,Articuno,Galarian Articuno,Psychic,Flying,580
https://img.pokemondb.net/sprites/scarlet-violet/icon/zapdos.png,0145,Zapdos,No Existe,Electric,Flying,580
https://img.pokemondb.net/sprites/scarlet-violet/icon/zapdos-galarian.png,0145,Zapdos,Galarian Zapdos,Fighting,Flying,580
https://img.pokemondb.net/sprites/scarlet-violet/icon/moltres.png,0146,Moltres,No Existe,Fire,Flying,580
https://img.pokemondb.net/sprites/scarlet-violet/icon/moltres-galarian.png,0146,Moltres,Galarian Moltres,Dark,Flying,580
https://img.pokemondb.net/sprites/scarlet-violet/icon/dratini.png,0147,Dratini,No Existe,Dragon,,300
https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonair.png,0148,Dragonair,No Existe,Dragon,,420
https://img.pokemondb.net/sprites/scarlet-violet/icon/dragonite.png,0149,Dragonite,No Existe,Dragon,Flying,600
https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo.png,0150,Mewtwo,No Existe,Psychic,,680
https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-x.png,0150,Mewtwo,Mega Mewtwo X,Psychic,Fighting,780
https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-y.png,0150,Mewtwo,Mega Mewtwo Y,Psychic,,780
https://img.pokemondb.net/sprites/scarlet-violet/icon/mew.png,0151,Mew,No Existe,Psychic,,600
https://img.pokemondb.net/sprites/scarlet-violet/icon/chikorita.png,0152,Chikorita,No Existe,Grass,,318
https://img.pokemondb.net/sprites/scarlet-violet/icon/bayleef.png,0153,Bayleef,No Existe,Grass,,405
https://img.pokemondb.net/sprites/scarlet-violet/icon/meganium.png,0154,Meganium,No Existe,Grass,,525
https://img.pokemondb.net/sprites/scarlet-violet/icon/cyndaquil.png,0155,Cyndaquil,No Existe,Fire,,309
https://img.pokemondb.net/sprites/scarlet-violet/icon/quilava.png,0156,Quilava,No Existe,Fire,,405
https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion.png,0157,Typhlosion,No Existe,Fire,,534
https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion-hisuian.png,0157,Typhlosion,Hisuian Typhlosion,Fire,Ghost,534
https://img.pokemondb.net/sprites/scarlet-violet/icon/totodile.png,0158,Totodile,No Existe,Water,,314
https://img.pokemondb.net/sprites/scarlet-violet/icon/croconaw.png,0159,Croconaw,No Existe,Water,,405
https://img.pokemondb.net/sprites/scarlet-violet/icon/feraligatr.png,0160,Feraligatr,No Existe,Water,,530
https://img.pokemondb.net/sprites/scarlet-violet/icon/sentret.png,0161,Sentret,No Existe,Normal,,215
https://img.pokemondb.net/sprites/scarlet-violet/icon/furret.png,0162,Furret,No Existe,Normal,,415
https://img.pokemondb.net/sprites/scarlet-violet/icon/hoothoot.png,0163,Hoothoot,No Existe,Normal,Flying,262
https://img.pokemondb.net/sprites/scarlet-violet/icon/noctowl.png,0164,Noctowl,No Existe,Normal,Flying,452
https://img.pokemondb.net/sprites/scarlet-violet/icon/ledyba.png,0165,Ledyba,No Existe,Bug,Flying,265
https://img.pokemondb.net/sprites/scarlet-violet/icon/ledian.png,0166,Ledian,No Existe,Bug,Flying,390
https://img.pokemondb.net/sprites/scarlet-violet/icon/spinarak.png,0167,Spinarak,No Existe,Bug,Poison,250
https://img.pokemondb.net/sprites/scarlet-violet/icon/ariados.png,0168,Ariados,No Existe,Bug,Poison,400
https://img.pokemondb.net/sprites/scarlet-violet/icon/crobat.png,0169,Crobat,No Existe,Poison,Flying,535
https://img.pokemondb.net/sprites/scarlet-violet/icon/chinchou.png,0170,Chinchou,No Existe,Water,Electric,330
https://img.pokemondb.net/sprites/scarlet-violet/icon/lanturn.png,0171,Lanturn,No Existe,Water,Electric,460
https://img.pokemondb.net/sprites/scarlet-violet/icon/pichu.png,0172,Pichu,No Existe,Electric,,205
https://img.pokemondb.net/sprites/scarlet-violet/icon/cleffa.png,0173,Cleffa,No Existe,Fairy,,218
https://img.pokemondb.net/sprites/scarlet-violet/icon/igglybuff.png,0174,Igglybuff,No Existe,Normal,Fairy,210
https://img.pokemondb.net/sprites/scarlet-violet/icon/togepi.png,0175,Togepi,No Existe,Fairy,,245
https://img.pokemondb.net/sprites/scarlet-violet/icon/togetic.png,0176,Togetic,No Existe,Fairy,Flying,405
https://img.pokemondb.net/sprites/scarlet-violet/icon/natu.png,0177,Natu,No Existe,Psychic,Flying,320
https://img.pokemondb.net/sprites/scarlet-violet/icon/xatu.png,0178,Xatu,No Existe,Psychic,Flying,470
https://img.pokemondb.net/sprites/scarlet-violet/icon/mareep.png,0179,Mareep,No Existe,Electric,,280
https://img.pokemondb.net/sprites/scarlet-violet/icon/flaaffy.png,0180,Flaaffy,No Existe,Electric,,365
https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos.png,0181,Ampharos,No Existe,Electric,,510
https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos-mega.png,0181,Ampharos,Mega Ampharos,Electric,Dragon,610
https://img.pokemondb.net/sprites/scarlet-violet/icon/bellossom.png,0182,Bellossom,No Existe,Grass,,490
https://img.pokemondb.net/sprites/scarlet-violet/icon/marill.png,0183,Marill,No Existe,Water,Fairy,250
https://img.pokemondb.net/sprites/scarlet-violet/icon/azumarill.png,0184,Azumarill,No Existe,Water,Fairy,420
